CNc1nc(nc2CCN(Cc12)c3cc(ccc3C)C(C)C)c4cccc5[nH]cc(C)c45	CHEMBL3646912	pIC50=7.03
C[C@@H]1CN(CCN1CC(=O)N)c2nc(nc3CCN(Cc23)c4ccccc4C(F)(F)F)c5cccc6[nH]cc(C)c56	CHEMBL3646968	pIC50=7.04
CC(C)(CN(C1CCC2(CC1)OCCO2)C(=O)c3csc4ccccc34)c5ccc(Cl)cc5	CHEMBL469527	pIC50=7.05
COC(=O)C(CC1CCCCC1)N(C2CCC3(CC2)OCCO3)C(=O)c4csc5ccccc45	CHEMBL471018	pIC50=7.05
Cc1cc(N2CCc3nc(nc(N4CCCC(C)(C)C4)c3C2)c5c(C)cccc5C)n(C)n1	CHEMBL3646902	pIC50=7.05
Cc1nc(c2csc3ccccc23)n(C4CCC5(CC4)OCCO5)c1Cc6ccc(Cl)cc6	CHEMBL514743	pIC50=7.05
Clc1ccc(Cc2cnc(c3cccc4ccccc34)n2C5CCC6(CC5)OCCO6)cc1	CHEMBL460167	pIC50=7.05
CCN(C1CCCc2nc(cc(OC)c12)c3ccccc3CC)c4cccc5ccccc45	CHEMBL259643	pKi=7.07
COC1CCN(CC1(C)C)c2nc(nc3CCN(Cc23)[C@@H](C)c4ccccc4)c5c(C)cccc5C	CHEMBL3646985	pIC50=7.1
COc1ccc(N(C(C(=O)NC2CCCC2)c3ccccc3F)C(=O)c4occc4)c(OC)c1	CHEMBL472455	pIC50=7.1
Clc1ccc(CCN(C2CCC3(CC2)OCCO3)C(=O)c4cccc5ccccc45)cc1	CHEMBL488388	pIC50=7.1
CC(C)c1ccc(C)c(c1)N2CCc3nc(cc(C)c3C2)c4cccc5[nH]cc(C)c45	CHEMBL3647041	pIC50=7.11
COc1nc(nc2CCN(Cc12)c3cc(ccc3C)C4(C)COC4)c5c(C)ccc6[nH]nc(C)c56	CHEMBL3646981	pIC50=7.11
COCCCOc1nc(nc2CCN(Cc12)c3cc(ccc3C)C(C)C)c4c(C)cccc4C	CHEMBL3646986	pIC50=7.13
C[C@@H]1CN(CCN1CC(=O)N)c2nc(nc3CCN(Cc23)c4cc(F)ccc4C)c5cccc6[nH]cc(C)c56	CHEMBL3646969	pIC50=7.13
Clc1ccc(CCN(C2CCC3(CC2)OCCO3)C(=O)c4csc5ccccc45)cc1	CHEMBL519540	pIC50=7.13
O[C@@H]1CC[C@H](CC1)N(CCc2ccc(Cl)cc2)C(=O)c3csc4ccccc34	CHEMBL487167	pIC50=7.16
CN(C)C1CN(C1)c2nc(nc3CCN(Cc23)c4c(Cl)c(nn4C)C5CC5)c6c(C)ccc7[nH]nc(C)c67	CHEMBL3647027	pIC50=7.17
CO[C@H]1CCN(CC1(C)C)c2nc(nc3CCN(Cc23)c4cc(ccc4C)C5CC5)c6ccccc6C(F)(F)F	CHEMBL3646925	pIC50=7.19
CO[C@H]1CCN(CC1(C)C)c2nc(nc3CCN(Cc23)c4cc(nn4C)C(F)(F)F)c5c(C)ccc6[nH]nc(C)c56	CHEMBL3646966	pIC50=7.19
Cc1ccc(N2CCN(CC2)C(=O)[C@@H](CC3CCCCC3)N4C(=O)N[C@H](CCCN=C(N)N)C4=O)c(C)c1	CHEMBL431761	pIC50=7.22
CCc1cccc(CC)c1c2cc(C)c3CN(C(C)Cc3n2)c4cc(nn4C)C5CC5	CHEMBL3647037	pIC50=7.24
CC(C)c1ccc(C)c(c1)N2CCc3nc(cc(C)c3C2)c4c(C)ccc5[nH]ncc45	CHEMBL3647035	pIC50=7.25
CCn1cc(N2CCc3nc(cc(C)c3C2)c4cccc5[nH]cc(C)c45)c(C)n1	CHEMBL3647036	pIC50=7.25
CO[C@@H]1CCN(CC1(C)C)c2nc(nc3CCN(Cc23)c4cc(ccc4C)C(C)C)c5c(C)cncc5C	CHEMBL3646941	pIC50=7.25
CN(C)c1nc(nc2CCN(Cc12)c3ccccc3C)c4c(C)cccc4C	CHEMBL3646909	pIC50=7.27
