OC(=O)Cn1nnc(n1)c2cnc(OCCCOc3cc(OC(F)(F)F)ccc3Br)s2	CHEMBL1950551	pIC50=6.01
Cc1nc(sc1C(=O)N)N2C=NN(Cc3ccc(F)cc3)C2=O	CHEMBL3394687	pIC50=6.03
Cn1cc(cn1)c2ccc(nn2)N3CCC(CC3)n4nnc5ccccc45	CHEMBL3684098	pIC50=6.03
COc1cccc(c1)C(=O)Nc2ncc(Cc3cccc(c3)C(F)(F)F)s2	CHEMBL562737	pIC50=6.04
OC(=O)Cn1nnc(n1)c2nnc(s2)N3CCC(CC3)Oc4cc(F)ccc4Br	CHEMBL2153601	pIC50=6.04
COc1ccc(cc1OCCO)C(=O)Nc2ncc(s2)C(O)c3cccc(c3)C(F)(F)F	CHEMBL550785	pIC50=6.05
COc1ccc(cc1OCCO)C(=O)N(C)c2ncc(Cc3cccc(c3)C(F)(F)F)s2	CHEMBL552458	pIC50=6.08
FC(F)(F)c1ccccc1C(=O)N2CCN(CC2)c3ccc(cc3)C(=O)NCCc4ccccc4	CHEMBL591573	pIC50=6.09
Cc1ccc(CN2C=Nc3ccc(NC(=O)OCc4ccccc4)cc3C2=O)cc1C	CHEMBL466719	pIC50=6.1
COC(=O)Nc1cnc(s1)N2CCC(CC2)Oc3ccccc3C(F)(F)F	CHEMBL1081826	pIC50=6.11
Cc1nc(sc1C(=O)NCCC2CC2)N3C=CC(=CC3=O)O	CHEMBL3104414	pIC50=6.11
FC(F)(F)c1ccccc1OC2CCN(CC2)C(=O)CNc3cccnc3C(=O)NCCc4ccccc4	CHEMBL231435	pIC50=6.11
OC(=O)Cc1cncc(c1)c2ccc(nn2)N3CCC(CC3)Oc4cc(F)ccc4Br	CHEMBL1950402	pIC50=6.11
FC(F)(F)c1ccccc1OC2CCN(CC2)c3nc4ncccc4s3	CHEMBL1834445	pIC50=6.12
NC(=O)c1cn(Cc2cc(Br)c(Br)c(Br)c2)nn1	CHEMBL1915543	pIC50=6.12
CCCCN1CCN(C1=O)c2nc(C)c(s2)C(=O)NCc3cccnc3	CHEMBL3104823	pIC50=6.13
CC(C)(C)c1ccc2nc([nH]c2c1)c3ccc(cc3)c4ccccc4F	CHEMBL1272145	pIC50=6.14
Fc1ccc(CN2N=CN(C2=O)c3cc([nH]n3)C(=O)NCc4ccccn4)cc1	CHEMBL3394698	pIC50=6.14
CN1CCC2(CCN(CC2)c3ccc(nn3)C(=O)NCC(O)c4cccnc4)Oc5ccccc15	CHEMBL1774093	pIC50=6.16
Cc1nc(sc1C(=O)NCc2ccccc2)n3cc(Cc4ccccc4)nn3	CHEMBL3104614	pIC50=6.17
CC(CNC(=O)c1ccc(nn1)N2CCN(CC2)C(=O)c3ccccc3C(F)(F)F)c4ccccc4	CHEMBL2315106	pIC50=6.18
Cc1nc(sc1C(=O)NCc2ccncc2)N3CCN(Cc4ccccc4)C3=O	CHEMBL3104816	pIC50=6.18
CC1CN(CCC1Oc2cc(Cl)ccc2Cl)c3nccnn3	CHEMBL3677265	pIC50=6.19
COc1ccc(cc1OCCO)C(=O)Nc2ncc(Cc3ccc(C)c(F)c3)s2	CHEMBL561530	pIC50=6.19
