COC(F)(F)C(Cl)Cl	methoxyflurane
FC(F)OC(F)C(F)(F)F	desflurane
FC(F)OC(Cl)C(F)(F)F	isoflurane
FC(F)(F)C(Cl)Br	halothane
CCC1(CC)C(=O)NC(=O)N(C)C1=O	metharbital
FCOC(C(F)(F)F)C(F)(F)F	sevoflurane
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O	talbutal
OP(O)(=O)OCC(Cl)(Cl)Cl	triclofos
CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O	thiamylal
CC1=NN=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(Cl)C=CC=C1	triazolam	pKi=9.02	pKi=9.2218	pKi=8.699	pKi=9.10000038	pKi=8.699	pKi=9.02	pKi=9.2218	pKi=8.699	pKi=9.10000038	pKi=8.699	pKi=9.02	pKi=9.2218	pKi=8.699	pKi=9.10000038	pKi=8.699	pKd=8.4
CCCC(C)(COC(N)=O)COC(N)=O	meprobamate
CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1	flumazenil	pKi=9.2218	pKi=9.2218	pKi=9.2218	pKd=9.3
ClC1=CC=C2N3C=NN=C3CN=C(C3=CC=CC=C3)C2=C1	estazolam
CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	diazepam	pKi=7.9586	pKi=8.0044	pKi=7.2034	pKi=7.2034	pKi=7.9586	pKi=8.0044	pKi=7.2034	pKi=7.2034	pKi=7.9586	pKi=8.0044	pKi=7.2034	pKi=7.2034	pKd=7.64
OC(=O)C1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O	clorazepate
CNC1=NC2=CC=C(Cl)C=C2C(C2=CC=CC=C2)=[N+]([O-])C1	chlordiazepoxide	pKi=6.4949	pKi=6.4949	pKi=6.4949
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12	alprazolam	pEC50=8.0	pEC50=8.0	pEC50=8.0	pEC50=8.0
CN1CCN(CC1)C(=O)OC1N(C(=O)C2=C1N=CC=N2)C1=CC=C(Cl)C=N1	zopiclone	pKi=7.2782	pKi=6.7496	pKi=6.7496	pKi=7.2782	pKi=7.2782	pKi=6.7496	pKi=6.7496	pKi=7.2782	pKi=7.2782	pKi=6.7496	pKi=6.7496	pKi=7.2782
CC1=NC=C2CN=C(C3=CC(Cl)=CC=C3N12)C1=C(F)C=CC=C1	midazolam	pKi=9.1249	pKi=8.2596	pKi=8.2596	pKi=9.1249	pKi=9.1249	pKi=8.2596	pKi=8.2596	pKi=9.1249	pKi=9.1249	pKi=8.2596	pKi=8.2596	pKi=9.1249
CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=CC=C(Cl)C=N1	eszopiclone
FC(F)(F)CN1C2=CC=C(Cl)C=C2C(=NCC1=O)C1=CC=CC=C1	halazepam
CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O	fospropofol
CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=CC(Cl)=CC=C3N12	adinazolam
CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O	flunitrazepam	pKi=8.26000023	pKi=8.26000023	pKi=8.26000023	pKd=8.52
CN1Cc2c(ncn2c3ccc(cc3C1=O)C#C)C(=O)OC(C)(C)C	CHEMBL58757	pEC50=5.01
O=C(OCCOCCOC(=O)c1ncn2c1CN=C(c3ccccc3)c4cc(ccc24)C#C)c5ncn6c5CN=C(c7ccccc7)c8cc(ccc68)C#C	CHEMBL499964	pKi=5.3
CN1C(=O)c2cc(Cl)ccc2n3cnc(C(=O)C)c13	CHEMBL458320	pKi=5.58
Nc1c(sc2ccccc12)C(=O)c3ccc(Cl)cc3	CHEMBL461925	pIC50=6.0
Oc1nc2CCN(Cc2c3nc(cn13)c4ccccc4F)C(=O)OCc5ccccc5	CHEMBL146075	pEC50=6.0
CCOc1cc2c(c[nH]1)nc3ccccc23	CHEMBL299250	pKd=6.08
Cc1ccc(cc1)c2cn3c(O)nc4CCN(Cc5ccccc5)Cc4c3n2	CHEMBL147312	pEC50=6.19
CCCOc1cc2c(c[nH]1)nc3ccccc23	CHEMBL52750	pKd=6.23
CSC1SC(C2CCCC(=O)C12)C(=O)c3ccc(Cl)cc3	CHEMBL511684	pIC50=6.26
CC1=NN=C(c2cc3c(cccc3s2)C(F)(F)F)c4cc5OC(=O)Nc5cc4C1	CHEMBL3652872	pIC50=6.3
CN1C(=O)c2cc(Cl)ccc2n3cnc(CCl)c13	CHEMBL461511	pKi=6.3
Oc1nc2CCN(Cc2c3nc(cn13)c4ccccc4F)C(=O)c5ccc(F)c(F)c5	CHEMBL147590	pEC50=6.31
Oc1nc2CCN(Cc3c[nH]cn3)Cc2c4nc(cn14)c5ccccc5F	CHEMBL358874	pEC50=6.36
CCCCCc1ncn2c1N(C)C(=O)c3cc(Cl)ccc23	CHEMBL471115	pKi=6.43
Oc1nc2CCN(Cc3cccs3)Cc2c4nc(cn14)c5ccccc5F	CHEMBL147364	pEC50=6.43
Oc1nc2CCN(Cc2c3nc(cn13)c4ccccc4F)C(=O)c5ccccc5F	CHEMBL146302	pEC50=6.46
Oc1nc2CCN(Cc3ccccc3)Cc2c4nc(cn14)c5ccc(F)cc5F	CHEMBL343009	pEC50=6.49
CCCCN1CCc2nc(O)n3cc(nc3c2C1)c4ccccc4F	CHEMBL147379	pEC50=6.54
CC1=NN=C(c2cc3OC(=O)Nc3cc2C1)c4sc5cccc(c5c4Cl)C(F)(F)F	CHEMBL3652870	pIC50=6.6
Oc1nc2CCN(CC3CCCCC3)Cc2c4nc(cn14)c5ccccc5F	CHEMBL146230	pEC50=6.64
CSC1SC(C2CC(C)(C)CC(=O)C12)C(=O)c3ccc(Cl)cc3	CHEMBL458144	pIC50=6.68
CC1=NN=C(c2cc3c(F)cccc3s2)c4cc5OC(=O)Nc5cc4C1	CHEMBL3652871	pIC50=6.7
O=C1C2C=Nc3ccccc3C2=NN1c4ccccc4	CHEMBL19732	pKd=6.7
O=C(OCCCOC(=O)c1ncn2c1CN=C(c3ccccc3)c4cc(ccc24)C#C)c5ncn6c5CN=C(c7ccccc7)c8cc(ccc68)C#C	CHEMBL505768	pKi=6.71
CCc1ncn2c1N(C)C(=O)c3cc(Cl)ccc23	CHEMBL458321	pKi=6.74
CCCCC(=O)c1ncn2c1N(C)C(=O)c3cc(Cl)ccc23	CHEMBL511685	pKi=6.78
CC1=NN=C(c2cc3ccccc3s2)c4cc5OC(=O)Nc5cc4C1	CHEMBL3652869	pIC50=6.89
COc1ccc(cc1)C(=O)N2CCc3nc(O)n4cc(nc4c3C2)c5ccccc5F	CHEMBL146317	pEC50=6.95
