[H]NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC3=CNC=N3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@@H](N[H])CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](CC(N)=O)C(O)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)O)C(O)=O)NC1=O)[C@@H](C)O)[C@@H](C)CC	insulin glulisine
[H]NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC3=CNC=N3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N[H])CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](CC(N)=O)C(O)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H]([C@@H](C)O)C(O)=O)NC1=O)[C@@H](C)O)[C@@H](C)CC	insulin lispro
[H]NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC3=CNC=N3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N[H])CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](CC(N)=O)C(O)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(O)=O)NC1=O)[C@@H](C)O)[C@@H](C)CC	insulin human
[H]NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC3=CNC=N3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N[H])CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)C(=O)NCC(O)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O)NC1=O)[C@@H](C)O)[C@@H](C)CC	insulin glargine
[H]NCC(=O)NC([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)NC(CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)NC1CSSC[C@@H]2NC(=O)[C@H](NC(=O)[C@@H](CO)NC(=O)C(NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC3=CNC=N3)NC(=O)C(CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)C(N[H])CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)NC(CC3=CNC=N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CSSCC(NC(=O)[C@@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](CC(N)=O)C(O)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CC=C(O)C=C2)C(=O)N[C@H]([C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCNC(=O)CC[C@H](NC(=O)CCCCCCCCCCCCCCC(O)=O)C(O)=O)C(O)=O)NC1=O)[C@@H](C)O)[C@@H](C)CC	insulin degludec
[H]NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC3=CNC=N3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N[H])CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](CC(N)=O)C(O)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(O)=O)NC1=O)[C@@H](C)O)[C@@H](C)CC	insulin aspart
[H]NCC(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@H]1CSSC[C@@H]2NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC3=CNC=N3)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N[H])CC3=CC=CC=C3)C(C)C)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC3=CNC=N3)C(=O)N[C@@H](CC(C)C)C(=O)NC(C(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC3=CC=C(O)C=C3)C(=O)N[C@H](CC(C)C)C(=O)NC(C(C)C)C(=O)N[C@@H](CSSC[C@H](NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC3=CC=C(O)C=C3)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC2=O)C(=O)N[C@@H](CC(N)=O)C(O)=O)C(=O)NCC(=O)N[C@@H](CCC(O)=O)C(=O)N[C@H](CCCNC(N)=N)C(=O)NCC(=O)NC(CC2=CC=CC=C2)C(=O)NC(CC2=CC=CC=C2)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@H]([C@@H](C)O)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCNC(=O)CCCCCCCCCCCCC)C(O)=O)NC1=O)[C@@H](C)O)[C@@H](C)CC	insulin detemir
CC(C)c1cccc(NC(=O)c2ccc(C)c(Nc3nc4ccccc4n3c5cc(N)ncn5)c2)c1	CHEMBL1087127	pIC50=7.54
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3P(=O)(C)C)n2)N4CCN(CCO)CC4	CHEMBL3823235	pIC50=7.55
CCCC[n+]1c(\C=C\c2ccc(cc2)N(C)C)sc3ccccc13	CHEMBL1870314	pIC50=7.57
COc1ccc2c(c1)sc(\C=C\c3ccc(N(C)C)c4ccccc34)[n+]2C	CHEMBL1946211	pIC50=7.59
COc1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCC(CC4)N5CCN(C)CC5)ncc2Cl	CHEMBL3823045	pIC50=7.59
CCc1cc(Nc2nccc(n2)c3c(nc4ccccn34)c5ccc(OC)c(c5)C(=O)Nc6c(F)cccc6F)c(OC)cc1N7CCC(CC7)N8CCN(CC8)S(=O)(=O)C	CHEMBL466397	pIC50=7.6
CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl	CHEMBL458997	pIC50=7.6
COc1cc2C(=O)NCCCc2cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL3608519	pIC50=7.6
C(COc1ccc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc1)CN5CCCCC5	CHEMBL1760057	pIC50=7.62
CN1CCN(CC1)c2ccc(cc2)c3nc4c(N[C@@H]5[C@@H]6C[C@@H](C=C6)[C@@H]5C(=O)N)c(Br)cnc4[nH]3	CHEMBL3218861	pIC50=7.62
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)/c5ccccc5)\C(=O)Nc2c1	nintedanib	pKd=7.62
CNC(=O)c1ccccc1Nc2nc(Nc3ccc4N(C)C(=O)CCCc4c3)ncc2Cl	CHEMBL1644799	pIC50=7.64
COc1cc(N2CC[C@H](C2)N(C)C)c(NC(=O)C=C)cc1Nc3ncc(Cl)c(n3)c4cnn5ccccc45	CHEMBL3353403	pIC50=7.68
COc1cc2CCCNC(=O)c2cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL3608520	pIC50=7.68
CNC(=O)c1ccccc1Nc2nc(Nc3ccc4CCN(CCOC)CCc4c3)ncc2Cl	CHEMBL1642132	pIC50=7.7
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	CHEMBL509032	pIC50=7.7
COCCN1CCc2ccc(Nc3ncc4ccc(c5ccccc5)n4n3)cc2CC1	CHEMBL1822514	pIC50=7.72
C[C@@]1(O)C[C@@H](C1)c2nc(c3ccc4ccc(nc4c3)c5ccccc5)c6c(N)nccn26	CHEMBL1091644	pIC50=7.75
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3C(=O)N)n2)P(=O)(C)C	CHEMBL3823268	pIC50=7.85
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3I)n2)N4CCC(CC4)N5CCN(C)CC5	CHEMBL3822664	pIC50=7.86
CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2Cc4ccc5ccccc5c4)cc1	CHEMBL1946209	pIC50=7.89
CCN1C(=O)CCCc2cc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3)c(OC)cc12	CHEMBL2042983	pIC50=7.92
CN(C)c1ccc(\C=C\c2sc3cc(ccc3[n+]2C)[N+](=O)[O-])cc1	CHEMBL1944957	pIC50=7.92
CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2C4CC4)cc1	CHEMBL1944962	pIC50=7.92
CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2Cc4ccccc4)cc1	CHEMBL1906225	pIC50=7.92
COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C	CHEMBL1809044	pIC50=7.92
COc1cc2OCCNCc2cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL3608525	pIC50=7.92
CCCNC(=O)c1ccccc1Nc2nc(Nc3ccc4N(C)C(=O)CCCc4c3)ncc2Cl	CHEMBL1644800	pIC50=7.96
COc1cc2CC(=O)NCCc2cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL3608521	pIC50=7.96
CN(C)c1ccc(\C=C\c2sc3ccc(F)cc3[n+]2C)cc1	CHEMBL1944953	pIC50=8.0
CNS(=O)(=O)c1ccccc1Nc2nc(Nc3ccc4N(C)C(=O)CCCc4c3)ncc2Cl	CHEMBL2042694	pIC50=8.0
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)P(=O)(C)C	CHEMBL3824304	pIC50=8.0
COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1OC	CHEMBL2031893	pIC50=8.0
COc1ccc2c(c1)sc(N=Nc3ccc(cc3)N(C)C)[n+]2C	CHEMBL1944960	pIC50=8.0
COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2ncc(Cl)c(n2)c3cnn4ccccc34	CHEMBL3353404	pIC50=8.05
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35	CHEMBL388978	pIC50=8.07
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)N(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	CHEMBL3822672	pIC50=8.07
CN1C(=O)CCCc2cc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)NCC#C)n3)ccc12	CHEMBL1644802	pIC50=8.1
COc1ccc2c(c1)sc(\C=C\c3ccc(cc3)N(C)C)[n+]2C	CHEMBL1944956	pIC50=8.1
CN(C)c1ccc(\C=C\c2sc3ccc(C)cc3[n+]2C)cc1	CHEMBL1944954	pIC50=8.13
CC(C)Oc1cc(C2CCNCC2)c(C)cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	ceritinib	pIC50=8.16
CCc1cc(Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)c(OC)cc1N7CCC(CC7)N8CCN(CC8)S(=O)(=O)C	CHEMBL448929	pIC50=8.16
CCCN1CCC=C(C1)c2ccc(Nc3nc(Nc4ccccc4C(=O)N)c5cc[nH]c5n3)c(C)c2	CHEMBL513897	pIC50=8.2
CC[n+]1c(\C=C\c2ccc(cc2)N(C)C)sc3ccccc13	CHEMBL370968	pIC50=8.22
CN(C)c1ccc(\C=C\c2sc3cc(C)ccc3[n+]2C)cc1	CHEMBL1944955	pIC50=8.22
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3C(=O)N(C)C)n2)N4CCC(CC4)N5CCN(C)CC5	CHEMBL3823016	pIC50=8.22
CN(C)c1ccc(\C=C\c2sc3ccc(Cl)cc3[n+]2C)cc1	CHEMBL1945931	pIC50=8.28
COc1cc2CNCCCc2cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL3608522	pIC50=8.28
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C)n2)N4CCC(CC4)N5CCN(C)CC5	CHEMBL3822475	pIC50=8.29
COc1cc2CCCNCc2cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL3608523	pIC50=8.29
COc1cc(ccc1Nc2nccc(n2)c3c(nc4ccccn34)c5cccc(c5)C(=O)Nc6c(F)cccc6F)N7CCC(CC7)N8CCN(CC8)S(=O)(=O)C	CHEMBL507714	pIC50=8.3
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C)n2)P(=O)(C)C	CHEMBL3823256	pIC50=8.33
CN1C(=O)CCCc2cc(Nc3ncc(Cl)c(Nc4ccccc4C(=O)N)n3)ccc12	CHEMBL1644798	pIC50=8.4
Cc1ccc(NC(=O)c2ccc(s2)C(C)(C)C)cc1Nc3nc4ccccc4n3c5cc(N)ncn5	CHEMBL1086731	pIC50=8.4
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3C(=O)N)n2)N4CCC(CC4)N5CCN(C)CC5	CHEMBL3824246	pIC50=8.47
CN(C)c1ccc(\C=C\c2sc3ccccc3[n+]2C)cc1	CHEMBL370967	pIC50=8.52
COc1cc(Nc2nccc(Nc3cnc4ccccc4c3)n2)cc(OC)c1OC	CHEMBL1760035	pIC50=8.52
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3C(=O)C)n2)N4CCC(CC4)N5CCN(C)CC5	CHEMBL3824301	pIC50=8.67
COc1cc2CCNCCc2cc1Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)C(C)C)n3	CHEMBL3608524	pIC50=8.7
CNC(=O)c1c(F)cccc1Nc2nc(Nc3cc4N(CCc4cc3OC)C(=O)CN(C)C)nc5[nH]ccc25	CHEMBL464552	pIC50=8.75
COc1cc(ccc1Nc2nc(Nc3cccc(F)c3C(=O)N)c4cc[nH]c4n2)N5CCN(CC5)C(C)C	CHEMBL507625	pIC50=8.8
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3C(=O)C)n2)P(=O)(C)C	CHEMBL3824326	pIC50=9.06
COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc3nc(Nc4ccoc4C(=O)N)c5cc[nH]c5n3	CHEMBL515519	pIC50=9.1
COc1cc2CCN(C(=O)CN(C)C)c2cc1Nc3nc(Nc4ccsc4C(=O)N)c5cc[nH]c5n3	CHEMBL514873	pIC50=9.4
