[H][C@@]1(CNC(=O)CC)C[C@@]1([H])C1=C2CCOC2=CC=C1	tasimelteon	pKi=9.80000019	pKi=9.80000019	pKi=9.80000019
CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2	ramelteon	pKi=10.39	pKi=10.39	pKi=10.39	pKi=10.35
COC1=CC2=C(C=CC=C2CCNC(C)=O)C=C1	agomelatine	pKi=10.0	pKi=10.0	pKi=10.0	pKi=9.35
COC1=CC2=C(NC=C2CCNC(C)=O)C=C1	melatonin	pEC50=9.7	pEC50=9.7	pEC50=9.7	pKi=9.02
COc1cc2CCN(C(CC(c3ccccc3)c4ccccc4)c2cc1OC)C(=O)C(F)(F)F	CHEMBL366115	pIC50=7.0
CCNC(=O)N[C@H]1CCN(C1)c2cccc3oc(CCCCc4ccccc4)cc23	CHEMBL359561	pKi=7.01
C[S+]([O-])c1ccc2cccc(CCNC(=O)C)c2c1	CHEMBL456646	pIC50=7.01
CC(=O)NCCCc1cn2CCCc3cccc1c23	CHEMBL241928	pKi=7.02
CCC1=C(C)C2=Cc3c(CCNC(=O)C)c4cc(OC)ccc4n3[B-](F)(F)[N+]2=C1C	CHEMBL3109562	pKi=7.02
O=C(NCCCc1cccc2oc(CCCCc3ccccc3)cc12)C4CC4	CHEMBL183846	pKi=7.02
CCNC(=O)N1CCN(CC1)C2CCCc3ccc(OC)cc23	CHEMBL19503	pIC50=7.03
CN(CCNC(=O)C)c1cccc(OCCCCCCCCOc2cccc(c2)N(C)CCNC(=O)C)c1	CHEMBL1813322	pKi=7.03
CN(CCNC(=O)C)c1cccc(OCCCCc2ccccc2)c1	CHEMBL3260987	pKi=7.04
CC(=O)NCCC1Cc2ccccc2Cc3ccccc13	CHEMBL364835	pKi=7.05
CC(=O)NCCCc1cccc2nc(oc12)c3ccccc3	CHEMBL126005	pKi=7.05
CC(C)C(=O)NC[C@@H]1C[C@H]1c2cccc3O[C@H](CCCCc4ccccc4)Cc23	CHEMBL361854	pKi=7.05
CCNC(=O)NC[C@@H]1C[C@H]1c2c(Cl)ccc3O[C@H](CCCCc4ccccc4)Cc23	CHEMBL181457	pKi=7.05
CCNC(=O)NC[C@@H]1C[C@H]1c2cccc3oc(CCCCc4ccccc4)cc23	CHEMBL362097	pKi=7.05
COc1ccc2c(c1)c(cn2C)C3(CNC(=O)C)CC3	CHEMBL209711	pKi=7.05
COc1ccc2cccc(N3CCN(CC3)C(=O)C4CC4)c2c1	CHEMBL19442	pIC50=7.05
CC(=O)NCCc1c[nH]c2ccc(OCCCOc3ccccc3)cc12	CHEMBL3260986	pKi=7.06
