O=C(NCCCNc1nc(Nc2cccc(c2)N3CCOCC3)ncc1C4CC4)C5CCC5	CHEMBL2207193	pIC50=7.55
COc1nc(Nc2nccc(n2)c3ccc(OC4CCOCC4)c(c3)C#N)ccc1C5=CCNCC5	CHEMBL3682432	pIC50=7.57
COc1ccc(cc1)c2nc3c(NCCCNC(=O)c4cccs4)c(Br)cnc3[nH]2	CHEMBL2011939	pEC50=7.59
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CC4)c(Br)cnc3[nH]2	CHEMBL2011931	pEC50=7.6
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4ccc(CN5CCOCC5)cn4)c3	CHEMBL3687133	pIC50=7.62
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cncc(n4)C5CCNCC5)c3	CHEMBL3687126	pIC50=7.62
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC	CHEMBL475251	pKd=7.64
N#Cc1cc(ccc1OCC2CC2)c3ccnc(Nc4ccc(cn4)N5CCOCC5)c3	CHEMBL3687138	pIC50=7.64
Fc1cccc(Nc2ncc(Br)c(NCCCNC(=O)c3cnccn3)n2)c1	CHEMBL2207178	pIC50=7.66
CC(C)(C)c1cc(Nc2cc(ccn2)c3ccc(OC4CCOCC4)c(c3)C#N)n[nH]1	CHEMBL3687153	pIC50=7.68
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4ccc(nn4)C5CCNCC5)c3	CHEMBL3682427	pIC50=7.68
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4(CN)CC4)c(Br)cnc3[nH]2	CHEMBL2011932	pEC50=7.7
C[C@]12O[C@H](C[C@]1(O)CO)n3c4ccccc4c5c6C(=O)NCc6c7c8ccccc8n2c7c35	CHEMBL603469	pKd=7.75
OC[C@H]1C[C@@H]1Cn2cc(Nc3cc(ccn3)c4ccc(OC5CCOCC5)c(c4)C#N)cn2	CHEMBL3687168	pIC50=7.75
COc1ccc(F)cc1c2nc3c(NCCCNC(=O)C4CCC4)c(Br)cnc3[nH]2	CHEMBL2011945	pEC50=7.77
Cn1ncc2cc(Nc3ncc(C4CC4)c(NCCCNC(=O)C5CCC5)n3)ccc12	CHEMBL2207205	pIC50=7.8
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cnn(CCN5CCOCC5)c4)n3	CHEMBL3687180	pIC50=7.8
O=C(NCCCNc1nc(Nc2ccc(nc2)N3CCOCC3)ncc1C4CC4)C5CCC5	CHEMBL2207201	pIC50=7.82
CN(C)Cc1ccnc(Nc2cc(ccn2)c3ccc(OC4CCOCC4)c(c3)C#N)c1	CHEMBL3687111	pIC50=7.85
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C(C)C)c(Br)cnc3[nH]2	CHEMBL2011929	pEC50=7.85
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4ccc(nn4)C5CCOCC5)c3	CHEMBL3687130	pIC50=7.85
OCCn1cc(Nc2nccc(n2)c3ccc(OCC4CCC4)c(c3)C#N)cn1	CHEMBL3687124	pIC50=7.85
OCc1ccc(Nc2cc(ccn2)c3ccc(OC4CCOCC4)c(c3)C#N)nc1	CHEMBL3687158	pIC50=7.85
O=C(NCCCNc1nc(Nc2cccnc2)ncc1C3CC3)C4CCC4	CHEMBL2207200	pIC50=7.89
Brc1cnc2[nH]c(nc2c1NCCCNC(=O)C3CCC3)c4ccc(OCCN5CCCCC5)cc4	CHEMBL2011941	pEC50=7.92
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cnn(CC5CCOC5)c4)n3	CHEMBL3687182	pIC50=7.92
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C(C)(C)C)c(Br)cnc3[nH]2	CHEMBL2011930	pEC50=7.96
O=C(NCCCNc1nc(Nc2cccc(c2)c3ocnc3)ncc1C4CC4)C5CCC5	CHEMBL2207192	pIC50=7.96
O[C@@H]1CC[C@@H](CC1)n2cc(Nc3nccc(n3)c4ccc(OCC5CCC5)c(c4)C#N)cn2	CHEMBL3687127	pIC50=7.96
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CCCC4)c(Br)cnc3[nH]2	CHEMBL2011936	pIC50=8.0
N#Cc1cc(ccc1OC2CCOCC2)c3ccnc(Nc4cnc(cn4)C5CCNCC5)c3	CHEMBL3682428	pIC50=8.0
NC(=O)c1oc2ccc(Nc3nccc(n3)c4ccc(OC5CCOCC5)c(c4)C#N)cc2c1	CHEMBL3687183	pIC50=8.0
O=C(NCCCNc1nc(Nc2cnn(c2)C3CC3)ncc1C4CC4)C5CCC5	CHEMBL2207211	pIC50=8.0
OC[C@H]1C[C@@H]1Cn2cc(Nc3nccc(n3)c4ccc(OCC5CCC5)c(c4)C#N)cn2	CHEMBL3687125	pIC50=8.0
CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9	CHEMBL608533	pKd=8.03
COc1ccc(cc1)c2nc3c(NCCCNC(=O)C4CCCC4)c(cnc3[nH]2)C(=O)N	CHEMBL2011943	pIC50=8.05
