CCOC(=O)C1=CC=C(N)C=C1	benzocaine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	ropivacaine
CN(C)CCOC(C1=CC=CC=C1)C1=C(C)C=CC=C1	orphenadrine	pKi=5.6576	pKi=5.6576	pKi=5.6576
CC(N)COC1=C(C)C=CC=C1C	mexiletine	pIC50=4.38	pIC50=4.38	pIC50=4.38
[H]C1(CCCCN1C)C(=O)NC1=C(C)C=CC=C1C	mepivacaine
CCCN(CC)C(CC)C(=O)NC1=C(C)C=CC=C1C	etidocaine
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C	bupivacaine	pIC50=6.0	pIC50=6.0	pIC50=6.0
CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C	levobupivacaine
CCN1C(=O)NC(C1=O)C1=CC=CC=C1	ethotoin
NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1	phenazopyridine
CCC1(NC(=O)N(C)C1=O)C1=CC=CC=C1	mephenytoin
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C	lidocaine	pIC50=5.7	pIC50=5.7	pIC50=5.7	pIC50=5.7
NC(=O)N1C2=CC=CC=C2C=CC2=C1C=CC=C2	carbamazepine	pKi=4.28	pKi=4.28	pKi=4.28
NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1	rufinamide
O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1	phenytoin	pKi=4.62	pKi=4.62	pKi=4.62
NC1=NN=C(C(N)=N1)C1=C(Cl)C(Cl)=CC=C1	lamotrigine	pKi=4.77	pKi=4.77	pKi=4.77
CC1=CC=CC(C)=C1NC(=O)CC12CCCN1CCC2	pilsicainide	pIC50=4.37675095	pIC50=4.37675095	pIC50=4.37675095
CC(=O)O[C@H]1CC2=C(C=CC=C2)N(C(N)=O)C2=CC=CC=C12	eslicarbazepine acetate
CCN(CC)CCNC(=O)C1=CC=C(N)C=C1	procainamide
CC(N)C(=O)NC1=C(C)C=CC=C1C	tocainide
Cc1cccc(C)c1NC(=O)[C@@H]2CCCN2Cc3ccccc3	CHEMBL485003	pEC50=5.0
N[C@@H](COc1ccc(Cl)cc1)c2ccccc2	CHEMBL357719	pEC50=5.0
C[C@H](NCc1ccccc1)C(=O)Nc2c(C)cccc2C	CHEMBL473498	pEC50=5.04
CC(C)(C)OC(=O)N1CCC[C@H]1C(=O)N[C@H]2CCc3nc(N)sc3C2	CHEMBL3085867	pIC50=5.1
Cc1cc(Cl)cc(C)c1OC[C@@H](N)c2ccccc2	CHEMBL147168	pEC50=5.1
Cc1cccc(C)c1SC[C@H](N)c2ccccc2	CHEMBL483784	pEC50=5.15
CC(C)[C@@H](N)COc1c(C)cccc1C	CHEMBL446777	pEC50=5.24
CC(C)[C@H](N)COc1c(C)cccc1C	CHEMBL474672	pEC50=5.24
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)N)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc5ccccc5)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@H](Cc6cccc7ccccc67)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc8cnc[nH]8)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc9ccc(O)cc9)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc%10ccccc%10)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(=O)N)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]%11CCCN%11C1=O)C(C)C	CHEMBL3800477	pIC50=5.25
Cc1cccc(C)c1SC[C@@H](N)c2ccccc2	CHEMBL452986	pEC50=5.33
FC(F)(F)Oc1cccc(c1)C(=O)NCc2noc(n2)c3c4ccccc4nn3CCn5ccnc5	CHEMBL3236329	pIC50=5.34
