C[C@H]1Cn2c(nnc2c3cnccn3)C(=O)N1Cc4ccccc4	CHEMBL3663300	pIC50=5.02
C[C@@H]1Cn2c(nnc2c3cnccn3)C(=O)N1Cc4cccc(c4Cl)C(F)(F)F	CHEMBL3663241	pIC50=5.03
FC(F)(F)c1cc(ccc1Cl)C(=O)N2CCC(CC2)N3C(Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4)C(=O)NC3=O	CHEMBL3415342	pIC50=5.05
FC(F)(F)c1ccc(Cn2cnnc2c3cccc(Cl)c3Cl)cc1	CHEMBL245775	pIC50=5.05
O=C1C(Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)N(CC5CCN(Cc6ccccc6)CC5)C(=O)N1Cc7cccc8cnccc78	CHEMBL3415317	pIC50=5.05
CCCC(=O)N1CCC(CC1)N2C(Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)C(=O)NC2=O	CHEMBL3415312	pIC50=5.06
C[C@H](N1[C@@H](C)Cn2c(nnc2c3cnccn3)C1=O)c4ccccc4	CHEMBL3663315	pIC50=5.08
CC(C)(C)OC(=O)N1CCC(CN2C(=O)N[C@@H](Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)C2=O)CC1	CHEMBL3415320	pIC50=5.11
CC(C)C(=O)N1CCC(CC1)N2C(Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)C(=O)NC2=O	CHEMBL3415311	pIC50=5.14
Clc1cccc(c1Cl)c2ccnn2Cc3ccccc3	CHEMBL393684	pIC50=5.22
O=C1NC(=O)N(CCC2CCN(Cc3ccccc3)CC2)C1Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4	CHEMBL3415307	pIC50=5.24
CC(C)(C)C(=O)N1CCC(CC1)N2C(Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)C(=O)NC2=O	CHEMBL3414581	pIC50=5.25
Fc1ccc(nc1)c2nnc3[C@H]4CCC[C@@H](Cn23)N4C(=O)c5cccc(c5Cl)C(F)(F)F	CHEMBL3697518	pIC50=5.25
C[S+]([O-])c1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4	CHEMBL10	pIC50=5.3
Cc1nc2CN(CCc2c(n1)n3ccnn3)C(=O)c4cccc(c4Cl)C(F)(F)F	CHEMBL3674071	pIC50=5.3
O=C(N1CCC(CCN2C(Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)C(=O)NC2=O)CC1)c6ccccc6	CHEMBL3415308	pIC50=5.3
CC(C)CC(=O)N1CCC(CC1)N2C(Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)C(=O)NC2=O	CHEMBL3415313	pIC50=5.31
Fc1c(cccc1C(F)(F)F)C(=O)NCC2(CCOCC2)c3ccc(Cl)cc3	CHEMBL3678994	pIC50=5.37
CN(CC12CC3CC(CC(C3)C1)C2)C(=O)c4ccc(Cl)cc4	CHEMBL3108811	pIC50=5.4
CN(Cc1ccc(Cl)cc1)CC23CC4CC(CC(C4)C2)C3	CHEMBL3108812	pIC50=5.4
COc1cccc(c1OC)c2nnnn2Cc3cccnc3	CHEMBL3108815	pIC50=5.4
C[C@H]1Cn2c(nnc2C(=O)N1Cc3cccc(c3Cl)C(F)(F)F)C4CCOCC4	CHEMBL3663276	pIC50=5.41
COc1cc(I)c(CC(=O)N2C=CC(=O)C[C@@H]2c3ccccc3)cc1OC	CHEMBL3739670	pIC50=5.42
O=C1NC(=O)N(Cc2cccc3cnccc23)C1Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4	CHEMBL3415321	pIC50=5.42
COc1ccc(cc1OC)C(=O)N2CCC(CC2)N3C(Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4)C(=O)NC3=O	CHEMBL3415335	pIC50=5.43
Cc1cccc(n1)c2nnc3[C@@H]4CCC[C@H](Cn23)N4C(=O)c5cccc(c5Cl)C(F)(F)F	CHEMBL3697524	pIC50=5.43
Cc1ccccc1C(=O)NCC2(CCCC2)c3cccnc3	CHEMBL3678993	pIC50=5.44
Fc1cc(F)c(F)c(c1)C(=O)NCC2(CCOCC2)c3ccc(Cl)cc3	CHEMBL3679003	pIC50=5.44
Fc1cccc(CN2CCn3c(nnc3c4cnccn4)C2=O)c1F	CHEMBL3663233	pIC50=5.46
CS(=O)(=O)c1cc(Cl)ccc1CN2CCn3c(nnc3c4cnccn4)C2=O	CHEMBL3663234	pIC50=5.47
Cc1ccc(Cl)c(c1)C(=O)NCC2(CCOCC2)c3ccc(C)nc3	CHEMBL3679008	pIC50=5.47
Fc1ccc(CN2CCN(CC2)C3=CC(=O)NC(=O)N3Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4)cc1	CHEMBL3741759	pIC50=5.47
CC(C)N1C(=O)C(Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)N(C5CCN(CC5)C(=O)c6ccc(Cl)c(c6)C(F)(F)F)C1=O	CHEMBL3415347	pIC50=5.49
C[C@H]1Cc2c(CN1C(=O)c3cccc(c3C)C(F)(F)F)nc(C)nc2c4ccn[nH]4	CHEMBL3674098	pIC50=5.49
Fc1ccc(F)c(c1)C(=O)NCC2(CCOCC2)c3ccc(Cl)cc3	CHEMBL3678996	pIC50=5.52
Cc1ccc(Cl)c(c1)C(=O)NCC2(CCCC2)c3cccnc3	CHEMBL3678991	pIC50=5.54
C[C@H]1Cc2c(CN1C(=O)c3ccc(F)c(c3Cl)C(F)(F)F)nc(C)nc2c4ccn[nH]4	CHEMBL3674084	pIC50=5.55
CC(N1CCn2c(nnc2c3cnccn3)C1=O)c4cccc(c4Cl)C(F)(F)F	CHEMBL3663231	pIC50=5.57
Fc1ccc(cc1)c2nnc3[C@@H]4CCC[C@H](Cn23)N4C(=O)c5cccc(c5Cl)C(F)(F)F	CHEMBL3697514	pIC50=5.64
O=C1NC(=O)N(C2CCN(CC34CC5CC(CC(C5)C3)C4)CC2)C1Cc6ccc(OS(=O)(=O)c7cccc8cnccc78)cc6	CHEMBL3415329	pIC50=5.64
COCCC(CNC(=O)c1cccc(Cl)c1Cl)c2cnc(nc2)C(F)(F)F	CHEMBL3679146	pIC50=5.66
Clc1cccc(C(=O)NCC2(CCCC2)c3cccnc3)c1Cl	CHEMBL3678990	pIC50=5.66
FC(F)(F)c1cccc(c1)N2CCN(CC2)C3=CC(=O)NC(=O)N3Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4	CHEMBL3739912	pIC50=5.67
Cc1ccccc1C(=O)NCC2(CCOCC2)c3ccc(Cl)cc3	CHEMBL3678989	pIC50=5.68
CC(NC(=O)c1cccc(F)c1Cl)C2(CCC(F)(F)CC2)c3cnc(C)nc3	CHEMBL3679141	pIC50=5.7
FC(F)(F)c1cccc(C(=O)N2CCc3c(C2)ncnc3c4ccccn4)c1Cl	CHEMBL3674046	pIC50=5.7
CC(C)(C)OC(=O)N1CCC(CN2C(Cc3ccc(OS(=O)(=O)c4cccc5cnccc45)cc3)C(=O)N(Cc6cccc7cnccc67)C2=O)CC1	CHEMBL3415318	pIC50=5.71
COc1ccnc(c1)c2nnc3[C@@H]4CCC[C@H](Cn23)N4C(=O)c5cccc(c5Cl)C(F)(F)F	CHEMBL3639963	pIC50=5.72
Cc1ncc(cn1)C(CNC(=O)c2c(F)cccc2Cl)C3CCOCC3	CHEMBL3679111	pIC50=5.72
Clc1cccc(c1Cl)c2cncn2Cc3ccccc3	CHEMBL429110	pIC50=5.74
O=C1NC(=O)N(CC2CCN(Cc3ccccc3)CC2)C1Cc4ccc(OS(=O)(=O)c5cccc6cnccc56)cc4	CHEMBL3415322	pIC50=5.74
CS(=O)(=O)c1ccc(C(=O)NCC2(CCC(F)(F)CC2)c3ccc(nc3)C(F)(F)F)c(Cl)c1	CHEMBL3679031	pIC50=5.75
C[C@H]1Cc2c(CN1C(=O)c3cccc(Cl)c3Cl)nc(C)nc2c4ccn[nH]4	CHEMBL3674088	pIC50=5.75
C[C@H]1Cn2c(nnc2C(=O)N1Cc3cccc(c3Cl)C(F)(F)F)C4CCCN(C4)C(=O)OC(C)(C)C	CHEMBL3663282	pIC50=5.75
C[C@H]1Cc2c(CN1C(=O)c3cccc(c3Cl)C(F)(F)F)nc(C)nc2c4ccn[nH]4	CHEMBL3674078	pIC50=5.76
Fc1ccccc1C(=O)NCC(CC2(CC2)C(F)(F)F)c3ccc(nc3)C4CC4	CHEMBL3679056	pIC50=5.77
CC1CN(Cc2nnc(c3ccc(F)cc3)n12)C(=O)c4cccc(Cl)c4Cl	CHEMBL3604325	pIC50=5.78
CCCN1C(=O)C(Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)N(C5CCN(CC5)C(=O)c6ccc(Cl)c(c6)C(F)(F)F)C1=O	CHEMBL3415346	pIC50=5.78
